zip,State,cohort_population,total_population,pop_density,total_population_2019,cohort_population_2019,pop_density_2019,cohort_pop_change,cohort_pop_change_pc,pc_total_ethnicity,c_p_rank,c_pd_rank,c_yoy_rank,zip_code_rank
7001,NJ,38,14102,0.27%,14611,106,0.73%,-509,-480.19%,0.00%,138232,8312,35647,8518
6907,CT,31,9278,0.33%,9568,28,0.29%,-290,-1035.71%,0.00%,145282,7624,36641,8896
6906,CT,333,11484,2.90%,9967,439,4.40%,1517,345.56%,0.01%,64271,1473,4279,1478
6905,CT,339,23267,1.46%,22992,505,2.20%,275,54.46%,0.01%,63736,2881,5599,1663
6903,CT,409,15590,2.62%,14670,197,1.34%,920,467.01%,0.01%,58615,1616,3946,1245
6902,CT,1251,68784,1.82%,69606,891,1.28%,-822,-92.26%,0.03%,32709,2299,34265,1485
6901,CT,580,8394,6.91%,7604,339,4.46%,790,233.04%,0.01%,49382,537,4661,823
6897,CT,368,21052,1.75%,21651,411,1.90%,-599,-145.74%,0.01%,61415,2393,34537,2998
6896,CT,163,9993,1.63%,10813,91,0.84%,-820,-901.10%,0.00%,87067,2574,36458,4726
6890,CT,50,5347,0.94%,5309,43,0.81%,38,88.37%,0.00%,128647,4139,5371,5548
6883,CT,231,11122,2.08%,11805,164,1.39%,-683,-416.46%,0.01%,75623,2046,35508,3854
6880,CT,538,29525,1.82%,31354,692,2.21%,-1829,-264.31%,0.01%,51342,2295,35024,2479
6878,CT,480,8737,5.49%,8929,309,3.46%,-192,-62.14%,0.01%,54268,732,34062,2421
6877,CT,300,29129,1.03%,29624,299,1.01%,-495,-165.55%,0.01%,67428,3845,34619,3535
6870,CT,212,8571,2.47%,8346,230,2.76%,225,97.83%,0.00%,78355,1720,5308,2272
6855,CT,11,9014,0.12%,8814,31,0.35%,200,645.16%,0.00%,176579,10225,3535,9094
6854,CT,344,29477,1.17%,28959,276,0.95%,518,187.68%,0.01%,63293,3492,4867,1668
6853,CT,79,4740,1.67%,5136,73,1.42%,-396,-542.47%,0.00%,112263,2517,35785,6220
6851,CT,310,30075,1.03%,29512,278,0.94%,563,202.52%,0.01%,66428,3844,4795,1844
6850,CT,514,20386,2.52%,18699,445,2.38%,1687,379.10%,0.01%,52521,1686,4187,1003
6840,CT,597,23023,2.59%,24706,432,1.75%,-1683,-389.58%,0.01%,48670,1636,35426,2281
6831,CT,150,15244,0.98%,15432,187,1.21%,-188,-100.53%,0.00%,89818,3982,34320,4940
6830,CT,283,27189,1.04%,25868,460,1.78%,1321,287.17%,0.01%,69171,3817,4459,1968
6825,CT,102,24121,0.42%,25123,184,0.73%,-1002,-544.57%,0.00%,103164,6830,35793,6197
6824,CT,473,42423,1.11%,43574,583,1.34%,-1151,-197.43%,0.01%,54667,3598,34753,2766
6820,CT,449,24784,1.81%,26415,460,1.74%,-1631,-354.57%,0.01%,56073,2306,35317,2735
6812,CT,69,17416,0.40%,18518,32,0.17%,-1102,-3443.75%,0.00%,117209,7064,38156,7255
6811,CT,340,35068,0.97%,34778,270,0.78%,290,107.41%,0.01%,63646,4036,5247,1758
6810,CT,351,54579,0.64%,54588,346,0.63%,-9,-2.60%,0.01%,62759,5392,33591,3383
6807,CT,127,8074,1.57%,8938,167,1.87%,-864,-517.37%,0.00%,95543,2649,35725,5206
6804,CT,204,20191,1.01%,21207,290,1.37%,-1016,-350.34%,0.00%,79603,3898,35309,4336
6801,CT,616,23369,2.64%,23703,592,2.50%,-334,-56.42%,0.01%,47898,1611,34027,2161
6798,CT,16,12427,0.13%,11989,0,0.00%,438,0.00%,0.00%,166155,10108,6033,8637
6795,CT,81,16818,0.48%,16250,74,0.46%,568,767.57%,0.00%,111358,6405,3305,4654
6794,CT,35,1025,3.41%,907,36,3.97%,118,327.78%,0.00%,141014,1247,4331,5896
6790,CT,43,38116,0.11%,37190,53,0.14%,926,1747.17%,0.00%,133990,10361,2189,6461
6786,CT,1,10493,0.01%,10238,1,0.01%,255,25500.00%,0.00%,207192,11827,126,11715
6784,CT,44,3752,1.17%,4292,8,0.19%,-540,-6750.00%,0.00%,133168,3472,38792,7825
6782,CT,28,2171,1.29%,2543,11,0.43%,-372,-3381.82%,0.00%,148684,3190,38139,8677
6779,CT,12,8592,0.14%,8654,18,0.21%,-62,-344.44%,0.00%,174279,9943,35292,11618
6776,CT,220,32799,0.67%,32031,190,0.59%,768,404.21%,0.00%,77196,5253,4115,2530
6770,CT,267,34562,0.77%,32877,258,0.78%,1685,653.10%,0.01%,70965,4774,3520,2096
6762,CT,139,9997,1.39%,10302,6,0.06%,-305,-5083.33%,0.00%,92435,2997,38553,5235
6759,CT,11,6416,0.17%,6469,0,0.00%,-53,0.00%,0.00%,176579,9503,6033,9166
6757,CT,15,2290,0.66%,2506,21,0.84%,-216,-1028.57%,0.00%,168033,5337,36635,9991
6756,,132,3621,3.65%,3359,0,0.00%,262,0.00%,0.00%,94183,1167,6033,3099
6751,CT,59,3834,1.54%,3565,59,1.65%,269,455.93%,0.00%,122882,2715,3988,4955
6716,CT,61,19441,0.31%,21632,0,0.00%,-2191,0.00%,0.00%,121614,7841,6033,5625
6708,CT,82,29641,0.28%,28474,89,0.31%,1167,1311.24%,0.00%,110918,8215,2575,4808
6705,CT,22,26723,0.08%,23909,15,0.06%,2814,18760.00%,0.00%,156355,10822,195,7785
6704,CT,13,23173,0.06%,20707,28,0.14%,2466,8807.14%,0.00%,172102,11221,526,8786
6702,CT,1,2244,0.04%,2473,2,0.08%,-229,-11450.00%,0.00%,207192,11405,39131,38740
6614,CT,297,37202,0.80%,36904,212,0.57%,298,140.57%,0.01%,67731,4653,5084,2006
6612,,33,7802,0.42%,8816,51,0.58%,-1014,-1988.24%,0.00%,143140,6829,37507,8747
6611,CT,431,41478,1.04%,42256,382,0.90%,-778,-203.66%,0.01%,57220,3822,34783,2932
6610,CT,212,19343,1.10%,19132,124,0.65%,211,170.16%,0.00%,78355,3649,4943,2466
6608,CT,14,11829,0.12%,12455,17,0.14%,-626,-3682.35%,0.00%,170039,10273,38235,11594
6606,CT,42,43149,0.10%,39945,134,0.34%,3204,2391.04%,0.00%,134779,10598,1768,6519
6605,CT,19,22906,0.08%,21440,15,0.07%,1466,9773.33%,0.00%,160988,10816,459,8070
6604,CT,249,23217,1.07%,23441,308,1.31%,-224,-72.73%,0.01%,73181,3719,34153,3827
6525,,204,9510,2.15%,9409,773,8.22%,101,13.07%,0.00%,79603,1979,5909,2401
6524,,17,4961,0.34%,6051,67,1.11%,-1090,-1626.87%,0.00%,164328,7527,37237,10890
6519,CT,66,12399,0.53%,11345,29,0.26%,1054,3634.48%,0.00%,118785,6047,1271,4944
6518,CT,263,20662,1.27%,21391,437,2.04%,-729,-166.82%,0.01%,71436,3231,34627,3702
6517,CT,131,12382,1.06%,13963,169,1.21%,-1581,-935.50%,0.00%,94447,3770,36498,5318
6516,CT,617,57719,1.07%,55518,290,0.52%,2201,758.97%,0.01%,47857,3733,3324,954
6515,CT,159,14049,1.13%,13180,173,1.31%,869,502.31%,0.00%,87892,3557,3862,2894
6514,CT,144,21100,0.68%,22659,254,1.12%,-1559,-613.78%,0.00%,91226,5197,35934,5272
6513,CT,80,33393,0.24%,35248,47,0.13%,-1855,-3946.81%,0.00%,111786,8652,38299,7114
6512,CT,259,30946,0.84%,31142,41,0.13%,-196,-478.05%,0.01%,71888,4503,35644,3943
6511,CT,1760,35942,4.90%,37258,2322,6.23%,-1316,-56.68%,0.04%,26863,847,34029,1104
6510,CT,331,3799,8.71%,2614,174,6.66%,1185,681.03%,0.01%,64460,410,3462,1375
6498,CT,19,7064,0.27%,8089,24,0.30%,-1025,-4270.83%,0.00%,160988,8317,38381,10036
6492,CT,467,51946,0.90%,53516,411,0.77%,-1570,-382.00%,0.01%,55017,4260,35399,2898
6489,CT,442,39710,1.11%,42086,397,0.94%,-2376,-598.49%,0.01%,56501,3605,35899,2931
6488,CT,447,22450,1.99%,22785,267,1.17%,-335,-125.47%,0.01%,56188,2137,34437,2685
6484,CT,339,48247,0.70%,48088,284,0.59%,159,55.99%,0.01%,63736,5110,5592,1878
6483,CT,32,18633,0.17%,18480,9,0.05%,153,1700.00%,0.00%,144181,9502,2230,6999
6482,,179,15138,1.18%,14324,47,0.33%,814,1731.91%,0.00%,83893,3446,2204,2584
6479,CT,44,11370,0.39%,11708,0,0.00%,-338,0.00%,0.00%,133168,7148,6033,6247
6477,CT,1021,15567,6.56%,16642,491,2.95%,-1075,-218.94%,0.02%,36631,576,34845,1536
6475,CT,17,13039,0.13%,12063,37,0.31%,976,2637.84%,0.00%,164328,10081,1644,8250
6473,CT,444,28526,1.56%,28873,411,1.42%,-347,-84.43%,0.01%,56369,2677,34230,2734
6470,CT,86,19996,0.43%,21257,50,0.24%,-1261,-2522.00%,0.00%,109177,6779,37803,6690
6468,CT,275,21278,1.29%,22377,137,0.61%,-1099,-802.19%,0.01%,70037,3182,36303,3716
6461,,190,18639,1.02%,17979,260,1.45%,660,253.85%,0.00%,81951,3872,4582,2657
6460,CT,520,41443,1.25%,45063,591,1.31%,-3620,-612.52%,0.01%,52238,3282,35931,2673
6459,CT,48,1005,4.78%,0,0,NaN,1005,0.00%,0.00%,130082,883,6033,5288
6457,CT,706,48422,1.46%,49118,645,1.31%,-696,-107.91%,0.02%,44618,2879,34351,2133
6451,CT,255,24398,1.05%,25471,61,0.24%,-1073,-1759.02%,0.01%,72407,3805,37339,3983
6450,CT,153,39378,0.39%,37775,158,0.42%,1603,1014.56%,0.00%,89154,7133,2929,3331
6447,CT,15,7873,0.19%,8137,0,0.00%,-264,0.00%,0.00%,168033,9258,6033,8644
6443,CT,283,21443,1.32%,22686,249,1.10%,-1243,-499.20%,0.01%,69171,3129,35690,3612
6441,CT,68,6777,1.00%,6209,106,1.71%,568,535.85%,0.00%,117695,3917,3787,4768
6438,CT,12,4050,0.30%,4247,10,0.24%,-197,-1970.00%,0.00%,174279,8013,37500,11545
6437,CT,387,26248,1.47%,27095,229,0.85%,-847,-369.87%,0.01%,60085,2841,35361,3022
6426,CT,35,3928,0.89%,3997,54,1.35%,-69,-127.78%,0.00%,141014,4286,34448,8127
6424,CT,36,13956,0.26%,15361,84,0.55%,-1405,-1672.62%,0.00%,140062,8447,37272,8739
6423,,6,6111,0.10%,6743,5,0.07%,-632,-12640.00%,0.00%,190740,10591,39180,38347
6422,CT,14,9084,0.15%,9036,21,0.23%,48,228.57%,0.00%,170039,9759,4677,8740
6419,CT,76,7677,0.99%,8130,35,0.43%,-453,-1294.29%,0.00%,113663,3963,36915,6563
6418,CT,66,14128,0.47%,15187,12,0.08%,-1059,-8825.00%,0.00%,118785,6506,38987,7351
6416,CT,87,16316,0.53%,16562,33,0.20%,-246,-745.45%,0.00%,108779,6037,36196,6473
6415,CT,57,19143,0.30%,20930,31,0.15%,-1787,-5764.52%,0.00%,124056,7999,38673,7808
6413,CT,86,16825,0.51%,16447,47,0.29%,378,804.26%,0.00%,109177,6192,3247,4476
6412,,32,4412,0.73%,5104,45,0.88%,-692,-1537.78%,0.00%,144181,4994,37163,8571
6410,CT,580,31504,1.84%,33070,429,1.30%,-1566,-365.03%,0.01%,49382,2276,35345,2388
6409,,136,747,18.21%,986,130,13.18%,-239,-183.85%,0.00%,93171,116,34700,4690
6405,CT,146,31262,0.47%,33498,260,0.78%,-2236,-860.00%,0.00%,90763,6507,36399,5422
6403,,17,6890,0.25%,7609,24,0.32%,-719,-2995.83%,0.00%,164328,8572,37993,11048
6401,CT,53,20187,0.26%,19893,98,0.49%,294,300.00%,0.00%,126580,8381,4416,5892
6385,CT,282,18695,1.51%,18394,287,1.56%,301,104.88%,0.01%,69276,2789,5256,1910
6382,CT,433,12251,3.53%,13412,558,4.16%,-1161,-208.06%,0.01%,57087,1207,34813,2658
6379,CT,30,10114,0.30%,10490,16,0.15%,-376,-2350.00%,0.00%,146389,8011,37715,9063
6378,,7,7079,0.10%,7002,17,0.24%,77,452.94%,0.00%,187653,10572,3996,9823
6375,,38,4710,0.81%,4248,55,1.29%,462,840.00%,0.00%,138232,4621,3192,6066
6371,CT,56,13019,0.43%,12819,16,0.12%,200,1250.00%,0.00%,124712,6777,2626,5462
6370,CT,51,8616,0.59%,8229,88,1.07%,387,439.77%,0.00%,127917,5671,4030,5621
6365,CT,70,5836,1.20%,5503,68,1.24%,333,489.71%,0.00%,116684,3400,3898,4643
6360,CT,1119,36832,3.04%,34522,1787,5.18%,2310,129.27%,0.03%,34806,1413,5136,447
6357,CT,117,13701,0.85%,14137,160,1.13%,-436,-272.50%,0.00%,98380,4430,35053,5547
6355,CT,200,13671,1.46%,14845,244,1.64%,-1174,-481.15%,0.00%,80277,2870,35649,4271
6351,CT,14,15582,0.09%,16365,106,0.65%,-783,-738.68%,0.00%,170039,10709,36184,11536
6340,CT,237,31198,0.76%,31363,249,0.79%,-165,-66.27%,0.01%,74776,4829,34108,4067
6339,CT,90,11040,0.82%,10195,145,1.42%,845,582.76%,0.00%,107533,4588,3667,4189
6335,CT,61,7492,0.81%,7686,73,0.95%,-194,-265.75%,0.00%,121614,4592,35031,7027
6333,CT,325,7960,4.08%,8829,305,3.45%,-869,-284.92%,0.01%,64977,1051,35095,3083
6331,CT,61,5514,1.11%,5121,47,0.92%,393,836.17%,0.00%,121614,3626,3199,4935
6320,CT,182,25627,0.71%,27027,89,0.33%,-1400,-1573.03%,0.00%,83338,5074,37188,4859
6279,CT,312,5993,5.21%,6717,304,4.53%,-724,-238.16%,0.01%,66252,783,34930,3107
6277,,31,4597,0.67%,5198,20,0.38%,-601,-3005.00%,0.00%,145282,5237,37998,8712
6269,,546,1696,32.19%,3362,907,26.98%,-1666,-183.68%,0.01%,50955,43,34697,2192
6268,CT,969,10640,9.11%,10823,348,3.22%,-183,-52.59%,0.02%,37694,376,34002,1522
6259,,63,4751,1.33%,5207,7,0.13%,-456,-6514.29%,0.00%,120464,3119,38765,7003
6254,,3,1900,0.16%,2278,6,0.26%,-378,-6300.00%,0.00%,200287,9697,38740,38517
6250,CT,311,5580,5.57%,5247,329,6.27%,333,101.22%,0.01%,66349,713,5281,1556
6248,CT,22,7054,0.31%,7131,36,0.50%,-77,-213.89%,0.00%,156355,7853,34828,9500
6239,CT,88,11316,0.78%,12498,77,0.62%,-1182,-1535.06%,0.00%,108331,4741,37161,6341
6238,CT,41,13330,0.31%,14667,15,0.10%,-1337,-8913.33%,0.00%,135641,7892,38993,8511
6235,,9,2810,0.32%,2768,11,0.40%,42,381.82%,0.00%,181716,7774,4178,9155
6234,CT,300,9141,3.28%,9053,112,1.24%,88,78.57%,0.01%,67428,1309,5440,1684
6232,,10,3634,0.28%,4082,0,0.00%,-448,0.00%,0.00%,179075,8235,6033,9163
6231,,14,4072,0.34%,4589,78,1.70%,-517,-662.82%,0.00%,170039,7514,36037,11147
6226,CT,183,20710,0.88%,20041,282,1.41%,669,237.23%,0.00%,83167,4316,4649,2755
6119,CT,157,15420,1.02%,16486,106,0.64%,-1066,-1005.66%,0.00%,88310,3876,36617,4969
6118,CT,139,23943,0.58%,24066,97,0.40%,-123,-126.80%,0.00%,92435,5732,34445,5306
6117,CT,675,14521,4.65%,16462,471,2.86%,-1941,-412.10%,0.02%,45732,907,35490,2052
6114,CT,47,23735,0.20%,25812,15,0.06%,-2077,-13846.67%,0.00%,130841,9170,39216,8383
6112,CT,6,13428,0.04%,13030,7,0.05%,398,5685.71%,0.00%,190740,11403,844,9942
6111,CT,180,34448,0.52%,35878,370,1.03%,-1430,-386.49%,0.00%,83692,6103,35415,4897
6110,CT,187,13595,1.38%,13467,161,1.20%,128,79.50%,0.00%,82466,3023,5432,2635
6109,CT,432,29386,1.47%,29709,399,1.34%,-323,-80.95%,0.01%,57155,2849,34206,2787
6108,CT,31,21143,0.15%,20901,61,0.29%,242,396.72%,0.00%,145282,9855,4142,7235
6107,CT,263,24265,1.08%,23473,357,1.52%,792,221.85%,0.01%,71436,3683,4701,2073
6106,CT,120,34744,0.35%,35175,106,0.30%,-431,-406.60%,0.00%,97467,7495,35478,5905
6105,CT,133,16859,0.79%,16521,179,1.08%,338,188.83%,0.00%,93942,4698,4861,3449
6103,CT,87,2174,4.00%,2024,137,6.77%,150,109.49%,0.00%,108779,1074,5232,3923
6096,CT,26,13493,0.19%,15695,8,0.05%,-2202,-27525.00%,0.00%,151134,9225,39391,9618
6095,CT,194,26076,0.74%,27066,245,0.91%,-990,-404.08%,0.00%,81239,4903,35468,4597
6092,,8,6234,0.13%,5484,0,0.00%,750,0.00%,0.00%,184591,10116,6033,9714
6089,,62,3375,1.84%,3815,25,0.66%,-440,-1760.00%,0.00%,121037,2282,37343,6842
6085,CT,204,8564,2.38%,8633,67,0.78%,-69,-102.99%,0.00%,79603,1794,34327,3996
6084,CT,409,16798,2.43%,18145,401,2.21%,-1347,-335.91%,0.01%,58615,1748,35259,2805
6082,CT,69,48363,0.14%,52114,117,0.22%,-3751,-3205.98%,0.00%,117209,9900,38077,7603
6081,,8,1667,0.48%,1493,69,4.62%,174,252.17%,0.00%,184591,6413,4588,9188
6078,CT,42,12939,0.32%,14979,118,0.79%,-2040,-1728.81%,0.00%,134779,7727,37311,8329
6076,CT,14,14481,0.10%,15532,10,0.06%,-1051,-10510.00%,0.00%,170039,10607,39086,11677
6074,CT,296,29772,0.99%,31193,256,0.82%,-1421,-555.08%,0.01%,67829,3944,35815,3632
6073,CT,51,7110,0.72%,7442,37,0.50%,-332,-897.30%,0.00%,127917,5033,36445,7576
6070,CT,260,18412,1.41%,18931,220,1.16%,-519,-235.91%,0.01%,71792,2954,34920,3708
6067,CT,170,22911,0.74%,22435,176,0.78%,476,270.45%,0.00%,85676,4910,4511,2948
6066,CT,247,31876,0.77%,32997,265,0.80%,-1121,-423.02%,0.01%,73447,4764,35525,4062
6063,CT,6,4040,0.15%,4398,0,0.00%,-358,0.00%,0.00%,190740,9832,6033,10057
6062,CT,215,18942,1.14%,20494,216,1.05%,-1552,-718.52%,0.00%,77933,3550,36143,4243
6057,CT,21,8785,0.24%,8108,0,0.00%,677,0.00%,0.00%,157857,8656,6033,7959
6053,CT,210,32364,0.65%,35230,295,0.84%,-2866,-971.53%,0.00%,78643,5364,36562,4550
6052,,8,8920,0.09%,8680,9,0.10%,240,2666.67%,0.00%,184591,10712,1633,9546
6051,CT,29,29936,0.10%,28622,36,0.13%,1314,3650.00%,0.00%,147522,10604,1266,7289
6042,CT,167,25816,0.65%,23829,229,0.96%,1987,867.69%,0.00%,86269,5375,3144,2958
6040,CT,110,37804,0.29%,35113,82,0.23%,2691,3281.71%,0.00%,100548,8070,1391,4037
6039,,12,2229,0.54%,2587,9,0.35%,-358,-3977.78%,0.00%,174279,5999,38306,11366
6037,CT,234,22002,1.06%,24702,147,0.60%,-2700,-1836.73%,0.01%,75199,3750,37405,4173
6033,CT,799,34594,2.31%,34101,518,1.52%,493,95.17%,0.02%,41732,1848,5326,677
6032,CT,746,19845,3.76%,19246,683,3.55%,599,87.70%,0.02%,43288,1129,5376,682
6031,,3,1464,0.20%,1409,3,0.21%,55,1833.33%,0.00%,200287,9079,2131,11119
6026,CT,81,6339,1.28%,6497,112,1.72%,-158,-141.07%,0.00%,111358,3223,34514,6176
6019,CT,14,11105,0.13%,11430,37,0.32%,-325,-878.38%,0.00%,170039,10154,36424,11485
6016,CT,156,8147,1.91%,8630,65,0.75%,-483,-743.08%,0.00%,88510,2199,36192,4756
6013,CT,86,12178,0.71%,11968,73,0.61%,210,287.67%,0.00%,109177,5094,4455,4415
6010,CT,77,68910,0.11%,69824,97,0.14%,-914,-942.27%,0.00%,113180,10377,36508,7323
6002,CT,131,15526,0.84%,16034,147,0.92%,-508,-345.58%,0.00%,94447,4469,35296,5328
6001,CT,437,22837,1.91%,22490,595,2.65%,347,58.32%,0.01%,56827,2204,5571,1292
5907,,1,90,1.11%,112,2,1.79%,-22,-1100.00%,0.00%,207192,3612,36716,38350
5906,,36,1304,2.76%,1293,0,0.00%,11,0.00%,0.00%,140062,1550,6033,5979
5836,,4,1062,0.38%,1197,5,0.42%,-135,-2700.00%,0.00%,196976,7230,37887,38315
5819,VT,27,9233,0.29%,8829,10,0.11%,404,4040.00%,0.00%,149908,8055,1153,7101
5777,VT,6,3596,0.17%,3761,4,0.11%,-165,-4125.00%,0.00%,190740,9581,38348,38275
5772,,17,781,2.18%,622,0,0.00%,159,0.00%,0.00%,164328,1956,6033,7568
5764,VT,17,3228,0.53%,3560,24,0.67%,-332,-1383.33%,0.00%,164328,6077,37019,9880
5763,VT,11,2802,0.39%,2761,0,0.00%,41,0.00%,0.00%,176579,7094,6033,8876
5760,,3,895,0.34%,1175,0,0.00%,-280,0.00%,0.00%,200287,7609,6033,11181
5757,,4,879,0.46%,963,9,0.93%,-84,-933.33%,0.00%,196976,6587,36494,38241
5753,VT,233,12370,1.88%,11935,202,1.69%,435,215.35%,0.01%,75321,2233,4732,2115
5751,VT,10,626,1.60%,769,19,2.47%,-143,-752.63%,0.00%,179075,2611,36207,11115
5748,,4,496,0.81%,353,2,0.57%,143,7150.00%,0.00%,196976,4622,659,9499
5743,VT,3,3963,0.08%,3945,9,0.23%,18,200.00%,0.00%,200287,10911,4809,11496
5738,VT,7,1420,0.49%,1225,0,0.00%,195,0.00%,0.00%,187653,6316,6033,9461
5735,VT,16,3929,0.41%,4969,19,0.38%,-1040,-5473.68%,0.00%,166155,6958,38627,11011
5733,VT,69,6130,1.13%,6227,57,0.92%,-97,-170.18%,0.00%,117209,3571,34637,6588
5701,VT,66,22923,0.29%,22229,184,0.83%,694,377.17%,0.00%,118785,8098,4193,5364
5679,VT,2,2165,0.09%,3639,0,0.00%,-1474,0.00%,0.00%,203648,10676,6033,11718
5676,VT,51,5059,1.01%,4808,77,1.60%,251,325.97%,0.00%,127917,3902,4339,5415
5673,VT,4,2530,0.16%,2681,6,0.22%,-151,-2516.67%,0.00%,196976,9693,37798,38412
5667,VT,4,2690,0.15%,2238,7,0.31%,452,6457.14%,0.00%,196976,9826,733,10935
5663,VT,36,8182,0.44%,6844,5,0.07%,1338,26760.00%,0.00%,140062,6700,118,6251
5660,,4,2146,0.19%,2101,0,0.00%,45,0.00%,0.00%,196976,9310,6033,11183
5641,VT,10,17062,0.06%,17337,0,0.00%,-275,0.00%,0.00%,179075,11179,6033,9532
5602,VT,38,13912,0.27%,13403,34,0.25%,509,1497.06%,0.00%,138232,8266,2398,6477
5495,VT,145,12117,1.20%,11456,109,0.95%,661,606.42%,0.00%,90970,3409,3619,3036
5489,VT,13,3710,0.35%,4314,9,0.21%,-604,-6711.11%,0.00%,172102,7459,38788,11434
5487,,2,1891,0.11%,1917,0,0.00%,-26,0.00%,0.00%,203648,10468,6033,11691
5482,VT,71,8562,0.83%,8781,54,0.61%,-219,-405.56%,0.00%,116163,4537,35473,6703
5478,VT,113,15111,0.75%,14288,78,0.55%,823,1055.13%,0.00%,99614,4886,2862,3683
5477,VT,9,5401,0.17%,4680,12,0.26%,721,6008.33%,0.00%,181716,9584,807,9170
5474,VT,5,1249,0.40%,1002,5,0.50%,247,4940.00%,0.00%,193878,7025,970,9614
5473,,4,1565,0.26%,1815,3,0.17%,-250,-8333.33%,0.00%,196976,8461,38940,38386
5472,,36,2061,1.75%,1853,0,0.00%,208,0.00%,0.00%,140062,2396,6033,6082
5465,VT,6,5566,0.11%,5736,0,0.00%,-170,0.00%,0.00%,190740,10440,6033,10959
5457,,3,1381,0.22%,1525,6,0.39%,-144,-2400.00%,0.00%,200287,8916,37743,38455
5452,VT,60,21853,0.27%,21838,211,0.97%,15,7.11%,0.00%,122227,8244,5949,5696
5450,VT,6,4893,0.12%,4815,6,0.12%,78,1300.00%,0.00%,190740,10217,2586,9900
5448,,2,795,0.25%,755,4,0.53%,40,1000.00%,0.00%,203648,8505,2946,11304
5446,VT,22,16694,0.13%,16271,50,0.31%,423,846.00%,0.00%,156355,10060,3182,7868
5443,VT,4,6901,0.06%,7204,8,0.11%,-303,-3787.50%,0.00%,196976,11193,38263,38500
5440,VT,8,2020,0.40%,1963,15,0.76%,57,380.00%,0.00%,184591,7065,4186,9241
5408,VT,143,12176,1.17%,11342,157,1.38%,834,531.21%,0.00%,91470,3468,3798,3087
5405,,23,2447,0.94%,5239,234,4.47%,-2792,-1193.16%,0.00%,155040,4129,36820,9062
5403,VT,643,20727,3.10%,21389,393,1.84%,-662,-168.45%,0.01%,46876,1377,34630,2102
5401,VT,471,36678,1.28%,32198,543,1.69%,4480,825.05%,0.01%,54781,3203,3218,1195
5356,VT,12,657,1.83%,726,16,2.20%,-69,-431.25%,0.00%,174279,2291,35541,9944
5354,,7,2328,0.30%,2211,13,0.59%,117,900.00%,0.00%,187653,7962,3087,9487
5346,VT,3,5724,0.05%,5063,7,0.14%,661,9442.86%,0.00%,200287,11274,490,11289
5344,,9,264,3.41%,0,0,NaN,264,0.00%,0.00%,181716,1249,6033,8499
5340,VT,19,662,2.87%,825,42,5.09%,-163,-388.10%,0.00%,160988,1493,35419,9025
5301,VT,109,16319,0.67%,16527,119,0.72%,-208,-174.79%,0.00%,100866,5267,34657,5790
5257,,52,3159,1.65%,2937,14,0.48%,222,1585.71%,0.00%,127257,2551,2317,5078
5251,,47,1673,2.81%,1143,0,0.00%,530,0.00%,0.00%,130841,1528,6033,5405
5250,VT,19,3649,0.52%,4101,76,1.85%,-452,-594.74%,0.00%,160988,6122,35891,9625
5201,VT,7,14982,0.05%,14108,5,0.04%,874,17480.00%,0.00%,187653,11372,213,9699
5161,,2,935,0.21%,673,0,0.00%,262,0.00%,0.00%,203648,8957,6033,11533
5149,VT,3,2602,0.12%,2469,4,0.16%,133,3325.00%,0.00%,200287,10324,1368,11227
5089,VT,7,4316,0.16%,4404,4,0.09%,-88,-2200.00%,0.00%,187653,9648,37624,38191
5083,,4,104,3.85%,108,7,6.48%,-4,-57.14%,0.00%,196976,1109,34033,11840
5081,,4,516,0.78%,494,0,0.00%,22,0.00%,0.00%,196976,4761,6033,9808
5067,,10,175,5.71%,232,3,1.29%,-57,-1900.00%,0.00%,179075,678,37450,10980
5065,,10,1205,0.83%,1120,6,0.54%,85,1416.67%,0.00%,179075,4536,2475,8523
5060,VT,1,4815,0.02%,4609,0,0.00%,206,0.00%,0.00%,207192,11707,6033,12388
5055,VT,22,3650,0.60%,3325,33,0.99%,325,984.85%,0.00%,156355,5608,2964,7334
5043,VT,3,1061,0.28%,1231,2,0.16%,-170,-8500.00%,0.00%,200287,8144,38953,38446
5035,,6,724,0.83%,752,0,0.00%,-28,0.00%,0.00%,190740,4540,6033,9434
5033,VT,4,3084,0.13%,2506,0,0.00%,578,0.00%,0.00%,196976,10094,6033,11276
5001,VT,21,9451,0.22%,9912,14,0.14%,-461,-3292.86%,0.00%,157857,8862,38105,9894
4988,ME,19,2130,0.89%,2284,20,0.88%,-154,-770.00%,0.00%,160988,4281,36237,9427
4981,,5,2215,0.23%,2294,6,0.26%,-79,-1316.67%,0.00%,193878,8831,36953,38281
4979,ME,25,724,3.45%,766,0,0.00%,-42,0.00%,0.00%,152390,1229,6033,6713
4976,ME,33,9975,0.33%,8973,84,0.94%,1002,1192.86%,0.00%,143140,7661,2689,6730
4973,,2,884,0.23%,1096,7,0.64%,-212,-3028.57%,0.00%,203648,8828,38004,38534
4971,,4,1716,0.23%,1826,0,0.00%,-110,0.00%,0.00%,196976,8740,6033,11113
4961,,10,739,1.35%,708,3,0.42%,31,1033.33%,0.00%,179075,3067,2903,8362
4951,,5,919,0.54%,927,12,1.29%,-8,-66.67%,0.00%,193878,5969,34111,12697
4945,ME,4,1197,0.33%,1125,2,0.18%,72,3600.00%,0.00%,196976,7623,1283,9882
4941,ME,2,1756,0.11%,1641,13,0.79%,115,884.62%,0.00%,203648,10349,3105,11523
